transaction_id,input_addresses,input_values,output_addresses,output_values
28f92478f45ad72bb9b68f3246c2a4c8633f62401239d7a08be7d5af295dd9fa,1ZqXY9h3eRpTsKzvCoA4E8hRVoQjseW8L7;bc1q9wd37xfgr946kp62z8ts4glqvwh8weyq6ly6t5;35zV5ZcDN6RN8W3VrJuoqmUgr9BBDuTt6o,1158803;42318;140777,bc1qxus5eelet30asv928ucplscllr4g6apl8met6m;bc1q82htjktjy76el39ppnq02ne29empykyrstzk4j;bc1qfy97e7597kae8j9fkyh77vl7pna78jayh8l9uz,745740;553874;41907
3346883a27e0deaecb8e590769084e1b155502dc64b4e49210ddaa6bb7237f95,bc1qwg8zgrqvhlu0v3r0m549zmf27z9vh3uznn0q79,165186,bc1q9rxxkhhgf8pj6ytdf4nxq9fzmfv04z39utwgw8;bc1qjykr4edc8pvs74aj8fvmpjsjly7w79xxpz4x6y;3fUV4opjhsSMCwqq9AKWVy6hxkpouB3g9B,5090;21863;138022
8e01a96e29745273f4c6942b9079385a77d238c959e1ede1aeaf8519de88bfae,bc1qhauq6fg0krmylw6gd5xx6hcm6s9fsymuqx668w,50024617,bc1pxtwva480w703t6g6zqpmcx88x5sm740y9e8n7kkgumwxfsnjql763nf402;bc1q5mgkufycueen44h5lgdvpkjxh83ea4sm6u9ryg,50000000;22618
efab7fa289656c3de529e781ca37fa193d1ac31274d5db9fe8a7b23ca99e3ba3,bc1q588mdutjwrp5jn0xr4sdmyl2lulym9z2l2pwxc,255078,1LuL6BCpXo3cn1jQcFCfGk8oAaPihJAkTZ;bc1ql0c9aeq8lxqsrkev5cnnpr6prwrgkx4qdrsnkd,79868;174274
efeac483a640e114ffba443924c87a5236b7aac1200b1c78f792f2fef4625421,3777ccgwcGi3udWk1EUQE96vH6feZis6b3,5645005,bc1qt4drmuqy52u7ght2rvw6k0du9yhlmra0jwncnm;bc1plyardpg2k4cjjl42skr48t4v63lp59mmmz08lp85v8wewmwr05rd3qznnf,4645638;996305
88b9539d018e65e576a31ff0eefadc9cecd5e72b9cf949b2e84c85a9dad21418,3skPPQkLAHns6E1mCNxn7UuPKpfc8RdPck,36514131,bc1pda6jcw47y0spa60sa9jhyvnusvlacg7lwydkhfkmka5xnft4l57sk2rt0j,36507511
3aa07490710907dfe4c549e2c5d37dda3a09c27c87158e43bc7e261352cf22db,bc1pu3udqrvppgel4ypex3twn4385vsekkpvde47phxmmw85ktjhxhxwlz7hrp,6901013,bc1q3yjg2kyy2pan40jte289zsd3z8x2txcsl6lq4w;3BCXFjVWoxhUPnNr3UcvWaXx14ELSq7xGY,4867522;2026904
25825eedad74507f8c069c1b326191094cbd2476eec615d306a72b8f0de2ae26,bc1qhyw2zpe3j8gv5dq435ncjkzarefzcwv403yve3;39FVNJnXyy81AxWiKUkpDvadQcbNRRWZsx,251071;631514,bc1q4gxj7t48fzx024kyje792ek5gt420wc0r5zg6u;bc1qguzzqsqjvja33l0ct8chfwsvs4men9sw9747h0,769145;109352
02e5946cff997b5ed00697387ea58acb527cd8f0c162479a80abfaf1e35f4a71,1egeEwMoVT3D6YCgKzznnAU5fYdpPmMT1T,18398377,bc1q9z5x9tkr8eh00x96qpj95pjpg97njqh4fzwlm9;bc1qne694gh2wj8vrxmsdyr0npesr0yn6uc5stps8e,756766;17617967
75f16e9aefa1f700586ce01b121fd26ca99c806eea41e3c00aa2a8c2a8deda0f,3NUQzqfLU5Axf1K1wwncNp7qzgxyBZpcyy;bc1qt3gftkhm4hwk9xv23kk97qzyadz8zpvlnskn76,193024065;101326,3u1RVwcMvGBFmDY6hpEpc1GVxJyzmPeXsp;bc1qgdrzf7e7u6jk7jcc7wwjqrz5l4827sq68z46za,98217099;94201997
633a390a45891c60b94b8505d95e0dd0bb216d9b6c01e147cbc46fe8848baac8,1gWFUucJSccfBa7VFEBLx3tBuZUSuZVhdz;bc1qsd7ptmcwrs2q4vrtm9gg729ddctvwjl46he3mx,85741;1890924,bc1pye90lmshef3jvkp605w2t3agqrm7xj59ct40huvf5y9e25jmz982fg5gwm;bc1qhsw9my8ghhxvra0pcslrnzav8hwys9ptamwma3,176787;1799591
893339513fa55579a633968519ffbca3a2a5209c1f3b5912f129e21aff99baa6,1bACCywDimxNrngi1PRkt1VWt1qhe1npyo,6548868,bc1qk568z5senkg53gxzyrwwk02ylqlfywqzqxde0t;3MkQX4L5tcQPQ8LfLrJ2sLwYtFjjC3WwfD,3443537;3087067
c44e66169732670868891fb7ce3772f3d3ee629a76f4594b0cd659b507b31aa9,3d7Cjah7M13MtAn6a6BVZC4DGM8eYMKNrc,267705,3nJf3GyxuyxjtSARawsPxsMvJTBnBj4YPc;3uxBjD7w4Q8Scu6zQEwGfnB5VduT5N4yWq,95115;171584
90f32231ef9f79fe329809ef1696e382f2418c2331d1a99314cc12815782aa9c,3g35iWX6JwbwfCbKq7DmsETabpkaZrmjZj,125384,bc1qd56283v3htw7qpfqyuqlx2c76asjjrwygu8gfj;1VJHMbPFzUAiJz54LmPqSSeDA1Moi3x9vd,74938;50375
b7ec840e9d4771d2d9834438f646cba45bb80f0842e9662fffd75b6d2db68d87,bc1qlcjzdey20h3gvdkc0xvj3ls8gd4jrdtxt5c9t6,6971542,bc1qnwa84yhzh8ny6f2ef02hx3c3nlk4vusgpxkgw7;bc1qvgm4mqm58vlr2m39swaq8s2v9tt58lse5uu6q3;bc1q82vyhs4m4djdfnwy5j4xykuadac5j9z3h96yq2,3502544;1544552;1902188
5c49bd2203f0a5aeeee45464b0adf52dd8c77376e350e9de2471559d2e93b762,bc1qwauagcr9cngj884tk0snktm0yxpcqgdhlczalm,744755,1FSTqMBPHoWzxDG37sSSfxZ3oLXcrTLhai;bc1qkuw5zs9ju3v2qwuuuz25k9hzk5zkhln93p92mm,690472;51572
94d917063eafbea5bd820eef1b423dbbb9c8a8992e7402db38622dd0797dfba2,bc1pkdfcw5ryxngwm3qu8j0dzn83n36py5pm46fapd94nkne9wjazftvzd3fyk,769175,bc1q2dxxpjlszhnekdmgjnan0h0eu8fxrwehxndpte;bc1qqxfefs2q42hnq9224ae505u32edh6fh23x4eut,634480;134559
6d1d6f739b9e5f6d3f3477840f834fcd9c5fe9ddd73c459762ef087005820c63,bc1q2v39n9refmkgzut6fs9tpxzseuy20mf2crlslx;bc1qwksqa4nzwps4fjfu2xg2wrygqnsxt2ykf8zn2w;bc1qqupvzvku5kwt2xcezacjzekrf5c07yugt9a2m2,5015285;486540;5689310,12tmsaLB86PNjDMwppCxYokPAMrMxeE5Vz;17Aj6ripAFAPjD4d9zKNKEshBrcSiNFVWH;bc1qljnsmmpu7q3lrfqdj5kvdx9y36tdfmyq5yu4ly,8607287;1722365;839245
5f10a1d1cb07623e8016a87ef904e5a3bc774c5b68058c6cd6132cdeaf0789a2,bc1qukanwd6v8dq0hkgajpp0tj7zhsmcgssn854443,4240322,1j4kMtvtJqXNh3VKJy4ta3ZNCh5vRh8hR1;bc1qnah4t9e89spl7n66cdv4h9j6pg6pw007a84vgs;bc1qqaw474pa57dam2gr5vchhjx2k9346qrrw8fxqz,707692;3418293;111893
9966629a38f22ede41558e1a0459d7dacffba8445848529ed5aa840f1a761608,bc1q75krmy4uj7ukgwa5agduc29zcv2p7gw0an90yc,40868695,bc1qnrwgpzhcq05qpvy2vqkc0vhez8vkcr3l2fpl5t;bc1qzwc59pvxku5tz5hyxhj0z3f36wlppepre4w4my,20204047;20512217
53dbe836cc6b9389192e7bfe04c9be80f92b7bcd97a2f44f43f34ad8313b9780,bc1qh0qan85q5u6rn6z6rnnzx26hvr4327xp9zgc9t,3368811,bc1qwaprmncq0q9z5udeckx5sd7np9075etq8rsrtc;1vsCd479QUuaV4ndfBTs74xa2v5erzqKUe,2594239;759922
7fd037529a6e6f6290990d0884b0f0d0bb52c6991bf54ea6f79e98da892c387c,bc1qhmv800uyawvyh5lxykpymw92une5n9lmzm0lj6,3360404,bc1qqdm8d8a7audplhsdvekr0zckdxt8lq49wjjlwy;bc1pvetw5mzu2pdg73eezuhp74urtnt93zkxl8r07j7xh8tg4gzt0srk43fne7,1448492;1900873
18e78e499bf6a751de98d38cd1aa3ed40e9315c5a77c13f36e04968c98ce7633,bc1qxuzv97z9ryyx7qd4a0dhqxqe6s2j5e04s3wjuf;bc1q8tfmyf7n9399kue9rljwtxk4lywl3rqac7ayl3,256362;748901,1kGthWYz9yUrFJU9xipQr64DzdWh2xrE6v;bc1q0nsp4vkdvqtfw3xuhdw9huhd6nyfls2ajvq5g9,55319;946994
e2d0d62507389fc8eb8034a3ddce023adc5c07766bf0eb6beb09c4dcde8b3447,bc1qx6f06fj0h8eyf55r4f9a5qc0lnt0dg4l6thqgj,524886,bc1q2uy9gdatfsasc9rc3m64f4krj6qst02ary8xun;1RHGNqV782mG9rZwYaiK78GFidYqL72urc,417041;107696
231911de5703b161900a2a052c40fb2b9dc105013023ea836974c73d69b5e6d9,347f4EKMVcUbm6RWXmavJfz6z1dchUxY6d,1411830,1RtGbF7QYqvpLjtwumhH5uosJFQepZqRTN;3n1FEowF7oGYKTanccQpequLLAKNWmEXZv,280638;1125724
9e57c878a7bc9aeaa92f09a6a407b07bd679019cd074379d172acecd0af4a1d0,bc1qg05yrpz4lv4ynrzccex40g2m37pdav2vwp3mfk,142959497,1qjoLyuyxtya4gAnFLh4A8nNzLCoqZp4fe,142498681
b54bdadac4c7766e6e68443192eac06123b9e9a1cb0941543cef60fc0e7cd059,34ik2jsSyUgGAZnozN6FkvLkBnruRMQxh3;1peK6Q6k4NtdNDiNrxcpCsLb2GSzdXKtWw;3RUWJ4cseKLQpRUCRghaFee92NjuZqUcg2,48005565;9781852;342100,bc1q49m70qmznmudt4z7hyrhas67agu8re2jvh8dy9;bc1qwgj0t72d47uatk6q7n647ke83f7termmvavlgz,50857254;7189307
acccb9d5a66f7ce8ee78bb6f9e97c3caf49197c982d5b3130e5c74ed84f97213,bc1qm9w2e5egzc0ha2dar9gzdh32kc59w5qxfjr8kc,3301787,3LRFMjtJgFPNcqbSWTeWVDCUYcGapqg6nW;bc1qqsca608x76ghvdxx6hx9eql8w8j5z0mlvxvdnz;14keUZWYAK3fBionYyzgvVS8jw9738SQKV,966991;864423;1463425
9013c702ad0d4715c2e9208c481d19e9cec349f7f03ecac888d694cd2ce13e51,3QVvraJuXyVCrb4btat7TurZys7H9mchQK,6793727,bc1qj4xlqc9a80r2flrtar2qwk05g42pnw7laeymef;bc1qh3nzg8cvqxvv57yfehauntrtxwvgnzdt95zsl4,648969;6122101
3d97d6feca0d165862209ecedd75ac81f4fba25552a53337147fc6c08312c6ba,1wD5t5NiZFifqyxVvvpsHPmzL1JsMQ3qGj;bc1pw4ng7m99hnmr3qr90km7n0nlt4kvfyqrqlmx55d5exfw0q9yk70mjxj6pq,84654;48034573,3RrquzJZ3pvJWUSe42zygDT7CDsraJtrvA;3kAQE8iHXQFJNNQChKE8cB6qZid32TmaQT,11379489;36676515
4f63bf8b6d97ab0f9bd2fc7b35ef670b83a278cbce09a4b19b30ce4f7082cd73,bc1qr830lecc3ummnrp7e7clenmr3s9rxthkc0myt6,2921590,bc1qmwdc8e2sztct4ycd8eddwmetqyqe7z2l9pc45u;bc1qlleuldukmh2t6unyv5unnwte5cuz3vhus3xsf2,384962;2529547
7f273e1a470cbf09883a7591f01b64670347dbd758e86efce391a1b69e47f64b,bc1q8chlrpt5tp5rfhwlelju53ntfek4ks82j6trk6,45210817,bc1qzdyxz4v3cmj5lk7hd9s0w7sskwp93armrtfsrf;bc1qf0eyjpuux60rtmdjjue0hncswwwm2e4d8v37uh,320642;44889175
bee681951d98ea95854932d830db3eda50f7683e7baf5d018334aed0e1bf7a92,bc1qkjek3r3xnjpjx0ura9qe8kuwenvpmqddm2grr9,22249,bc1q9cy74p79kfryug7up8n8ss7g23zq5aq3jrc5yj;bc1qz5x7tle3dawqw6flqa0n6vt5jsphjfvry3gdn7,21204;975
776ac5e677c3b6fa397417cd89d48104d605da056d12559c3d6a3c3a9c26b378,bc1q5lkg42x72ayanqq93k0vzu53u6wrlvnv6elrtx,89287,bc1q8qgatznfk80tgukxx6vmj034j4jzyzgj8sex4l;3FBFT1qFDRjQp8wuw3H3VwjokTNZeFXVck,57319;31738
57cfd6f3d43a12514b607a74136cf5ea6827a70902d9c936d91f8950b73ddc40,bc1q0ej52gr82p2e7cnc5jzpp2mzyawf5z43fvrc8n,802177,3CssqB6DF2vA71HAQU8vmtCb838zvDmzx9,799794
824e8afbfe4fd9b2d4d212191590ef2bc973d3ef0e292d5e3c5621a2b51b7791,bc1qtqj4ps6mdxxae24kln2j7nd9wep8q88n8h72hx,1358366,bc1q6qqt3yw5atlxf8g9m8x9gr6y5u2xwtt9sendkr;bc1qexvtnl8pnx3e2pemm7uxz04zsc5s0w2tkk0gva,592045;761903
1eba4e49aeac5dd78b4fb41da4b23f59cc855a5434e64247e8d058a7eef7b434,bc1qw8xdv96gzcfs8ps2wdt0gqwgzufs3zg8rt324g,20753280,bc1p64gkllchaqf6evvj50scyv8h0sechwe2xckxw3tjy7qe62d4vc32qeay72;3NUzooX4otkXDiaFbPA2cUochwsn1jUoZ8;bc1q0z7myxdk0n7js4gqyzvesauwjhfuwkkfne98uh;bc1qv4krkpu9u34zhuadcrtcscd9xpq54w2vxpgky4;bc1q0z387y669qrf3vzc4ytxp4xk6e5kuvfpqccat8;bc1qqqq64z7r64hps625navd8r2q5qx84gnpudc0lk;1aXAYGFYGkCTjRtkBzoDeAZeBUiJKB4ni9;bc1q58hlwuy2eped6c8h2xpalek8ms95z07pl7y93e;bc1q8zhfh898fw5gezlv9wshc6eqvmcanyhgwwvnzy;1cV1RJnpqoKoiZ5TZ8WaLXLKmHCn4oqftV;bc1q54k5gw4gn76qc5avjusxd6gf74vfduhz5ctyha;bc1qkq90rcddfd99y0srjxxhexlmwar5zzrzq80cqg;bc1q4epxevs7g0cn24228tvnlmeqmv6aqrs7c8w4ms;3bZXP1m3NjrBpB5qWVZRUJic9wzRv8NiFx;bc1q9wr48xc4zdk9auc8g0ury3hzkmacn5vkhv53me;bc1qgfr2jx7jy2vhfjxvdceay4jrqm26f84yfhm6p2;1Z8ZGtQuGnYkQdJPG4SbuoZERZxkFZKowh;3VGx6jMS4WiDzrtUdNcDnR6MRnYFa4mtW7;1DAYCp2euFXDnGNEMSDgDn75uEv2zzgKNb;1ZGi8jHSxpGoPMw4QxPDKdE7RG1rj3zD6f;bc1pplst3d7qf7se4wjkslt3xr68xf67nxtynzgvuvzgdk3zhlkxt46ndyldqn;bc1qg34d2zacyegrl87ersujertjfgrp2c9e4e3uvj;bc1qqsyyvhphlk8nk9lesgd7u6fm7d2zzh79ph30m7;bc1q4ay0443rqx6qd3tl4al74pw9acu9tytp09l246;bc1pmf0gq5vaa7suaumpqwfrthvqdxsudaqcg0ttu3gl4wyhqukrfyd2p477lr;1xNHjLTvVQo772avLeFkYJrhuLf9vfLSZf;bc1qxkeks9lj58ypladnzpdf5820s5fggtd2ppphx0;36bXni61yRkJmMwnDdoT8K7AUDcGV5xkJZ;bc1q3yydkucm3tt5rd0s7e9g7f7plx603szws3vnxq;1dGSMsHwidHya3e39TVgMDfPx1mBn5GxHp;3iZC1mJhf1ESWzHFWfCBcrjcCRorJr9tus;bc1qx0h5q99vnzz8alrshenvq6c5p8zy5q77rh2kx0;1TPitfxgx23x6Tq1eeomhVFFHUuZeXh5km;bc1qun9sn4y4f6tra4aekzqay52vhe0zj7gzl9v2dk;bc1qn5y7av33038zksce8ztxmt0yratmcyw63adx8h;bc1q7kvq7tk4z6mqtzzj6y9hhkfd2ekfyupcsq64u3;bc1qaskd9lslyxn89h366w2569e5xrznmqf3zncf35;bc1q8zjpl0pzflc7s2vty42usscqe0mp94z578x4yk;1vJDVkMkmRqTLodB59CuN9SxYM66jWahn6;bc1qkwllcwa7l0tfdn4wsn2zdwulplpek3yrvjm8m4;bc1qw5uwzhaacx22l0k0gpy052pnvatd0pm74g5zzv;bc1qmwdxu9pud7fx703e7daj63uxhjy46h6hqua02e;3pw1sQ8sY6dYqxanmXYz1P1UvSGDspmxwL;bc1qawt39df445k7urz6zqarhn35se4mxc3rm7tewa;3GJ1ndhTgQNqfUq19nPPAkXZfYcDQNz8CY;bc1qv298kyrjvca692zqqcyn3ljqhl5c958x6hevgp;bc1qa55jrwnrfuz0t6v0qz7z4v2ae9q9jnpll0n39h;bc1qxqqsymrx28h7g07t3fh0svx94ugvjcfe70udh6;37ocmUPsTXfpBSXwp7Nqbfdn9j1FHdyje4;bc1qnsrgnumzudc22xe0ldr92vjf5mlaf6vuap5zre;bc1pf2tzc0pfl05a67r86ylmh8zhe63qkpuppfgkevkajr2yjmu54s800gc0zc;bc1pz3m4hxzlpqx6xrxjsmcfwysa8tlmscxg9fm5yuh8u9q4wgazdysspgr5hd;bc1qx9gnsrp8rruj83gukvv86k09x5kfq9anhmk949;bc1quyq029gz4mnlj08r6jl6s9yrfhwhlg0tqtkucm;3ugwD9pdZm2zGqc6Vn7gCxUZSbUmkAWhcz;3kBrsYMhYuFt9YCEihN13hA4iqE1fmhREL;bc1q7kyhdafpa84vvuuan9dueycgdxffaw9e6rsks4;bc1qwdddq37dcnf8sy3jfcvvqemwpp652rf02ph4hp;bc1qs37yu5y5haenxzyus8rqsvaf098mgnw4ryqyh8;1KxthEXuEoG7qq2sy1iDTB3UXtHhYmRvmG;bc1qs9y5jwmye4az607n9ks4gkjjj6zqh840428cae;bc1qu9ucdznrmzcn6a2kvljxgwfx96exj54xeutd3z;bc1q47hsxx6stumew5mjysr0p3q6f6vtm9f38snfn3;bc1qjal5pdxupx62cap0ejn6etzdhau0yhr08t0eu8;bc1qqexnv4q0vvyk3rrnut2a8zqdce3pem8ppwf2nu;bc1qyv44z7xk6umwft3m8u23rtd70za6sf3rhep8wc;bc1qq6gjf7pmvqvw8v434pcaac26gcxqhnmeace37a;bc1qm7wjjs9vhayqe7z832vnt4eenrj2g9www70mxp;bc1qgn2z9cgmy5ynprp4mjpkpkgg4mtkntzws82t6d;3qh2BmYUnWi2nh9A7djHKMHWnzE9LDXXZy;1CJx8SNBEwjczUkNYejYGrXp5y5nueMeQZ;1fUFEBNk7pv9uTcbsaqLHt6SQ2a5vwoq8G;bc1qkruujnlphtwdw6f0y9caazujt5vwsj7rf2jujm;bc1qfvc7p7uhdgu2t9f0897gnr8gr3s9npu3x06tf7;bc1qhs6frkmwdgmlhrtzeh2sg5sck2adae264up5qy;bc1qm8x0090y5zshxd0nkpkn58ts7u6u405n3f87uc;bc1ql24rw2rkkc0e0d8fsuepcg2vwvagh26fdj9x57,834572;605574;55969;18464;27285;4723;25482;295103;18969;98675;478671;6048;432693;85043;32300;306477;254653;539262;341189;417915;85107;50173;356720;422336;1196213;136671;119504;384769;107043;685860;502126;143934;356984;360798;27956;598091;180756;449852;99081;580200;126630;2798;605659;24588;98803;769811;772631;218846;256665;152837;89137;102356;286742;358539;402811;400406;24565;175193;15227;204838;149637;561661;111014;31981;39635;368195;247335;27383;22566;310087;19405;443136;314657;21794;22771;1108482;120427
c54ccfa0e72307a7ae3bd9aed42e83964cb974270096d83e4076cffb40f69206,bc1qy37qvc2tczpx3l6vkf9td38qmcssepfq5kph6v,3900574,bc1qyhgzzhcdq6nyhexnf2sqgxg50fz730a38q0vt3;bc1qwjqcw0rfy5z3x7jzv6s6cp0dh6pknmgx30078w,2923386;958693
fb199def0f69a3c0adcd1a1551cb579954f45a93bedb5ce63599946dd1ededd3,bc1plzrkvc9h9wlpd9e0h3vfdfa4snt5ysxnksgwaahmys6qdyzlfxk32pw9t3,2239616,bc1qtqxfadhtca35xjrx9jys5vjmn7hnaxq8xany0q,2234737
cb6ee7f0ffdc4fee6a9e2c046fffa7663307d28660fe380a2af4f4c934c9656c,bc1qsw42sr3vv0fssu6776k630e43dtqtw4hx3l7v9,22993277,bc1plxtxj2aasqg55vlkgpjqk0nw9h53rtnkk9mz6rwk2mgm5h24uu9lhtq4d4;bc1qz6shzwgxs9h6qgt2jkjwrzh9j7cextzh865uxc,21059735;1929963
