transaction_id,input_addresses,input_values,output_addresses,output_values
6d8c66e1a71dc68b24e5737a942cef66e30104658660c708feba5867d1c1c3e8,1vPmg4dLLZPFrxb95fvJff8i5ZeL8hwzu6;1RPNP5EK6iL93vUqmUcu2D9wcRnE8Eed4;1JoUqNwzTHPXypo9FesZ6rrHmGu9SwDTM;1vPmg4dLLZPFrxb95fvJff8i5ZeL8hwzu6;1b1WF9RcERf5y4XWzZPUdyF1nLjdmjL3Yp,186151;362001;333218;640674;288949,1Rdn7tU8S56BGJRLaBeU5TTnTUXH79FxL,1796943
38ca70b9c36db03b74b1da675424d606775d760d56cde9be41053b0252753ca2,1D2wGPA9dpf9bFhfDi2fynWZ9AfwFg65oA,1036172,1s4JYkt1BdSghLMoXwNRpCF9KCgHV1pLu;1qFpUokL7x9yrjyyoNn1YTgfapw7E2tZvD,189679;841018
b964830b25f5ddbbe117fe42eebfb7a837ff2ab38320bc10ed67b928167ef818,1dMQyYtVTSHub3rqNnHbjsdWtwgXA952y8,2362513,1Fr7qf3JXmMHPNwTfs7KV8hM9ArNGZLDk;1UP3SKMBm7pCb8Hs68nC7swAfw7DR1Gkm,2141347;218894
590e6c427f398f4553cf89b6a2b9def155ef3d4e1811a5a3040605799eb2a0a1,1k3G1yC7UT5pgcH1Qk97tmS779zMJQYr6r,2684581,1AJHTmGUEw64dxVDJuZKBFgK9xzQ1VyYYt;1aeWSgdf5Bpj4pU3m9PZwyHWX7ycqiaa9B,1050608;1629350
ebdb6bdb23aa6e534687cf587c5e810161989dd34f807816f0d4fbc7afe8cc4f,1AYchy5U4CkyfJq7dta56oG6CTJrMug9r,42965203,1yioP7ETBCceZp4zh9eCrHGS4Rr1zYzWG;1AYchy5U4CkyfJq7dta56oG6CTJrMug9r,814313;42147476
996e5e942d3cf9dcc6e545c3d837bcc2e84d8006b7412536a05474a39cf0c97d,1qa98JuoruDF6ntQc9vsypt2jLvospGn7;11vYikfN5fLKriJJQQJ8RwgucJY1HRaeTS,701487;487478,14QYRCRuahrmP1MkrxRkYbDDS2LgQAU8d;1qa98JuoruDF6ntQc9vsypt2jLvospGn7;13FrTofzbxtciWqYukUGFdmXdG5HGKY9Eh,301799;317225;561254
6fe523704a30fa5ee6677c8ff2ad1c81729c6c7c3b5c3f2048adcbf6427322a2,1heVn6DhJaUXRkLhGF7C7YmBDVjyXH6CE;1mAck7px72KgxQi5hd6mrb8znMRNWLrp7x;1iSjxGoYVSjGrq6tFTcN2rBDoLthH1w5iV,523685;366176;573913,1iSjxGoYVSjGrq6tFTcN2rBDoLthH1w5iV;1iSjxGoYVSjGrq6tFTcN2rBDoLthH1w5iV,526975;933506
19cfef8087d611b7a6ead3779fb77a0e064fb3b4b07b1ff9f35d2304f13f4b15,1mQVJd7GcLdrTrDDSgYDAQYQ8auH74Pn1r,6163664,151hrU72mErWJ2UQ1Y7h9Q1qZhLhbjNWS;1DtADczC6VnpyMRPDFhavFhCRTA6CrP4DB,5834511;327873
bc3025f80bf76a90cce06f4bbbf6f5c95e05a96f2cccd4e73358e4039758c6eb,1LCqfhRhrAodzHWycXS9mzwARTGUf2BZQ,4292455,1i4J9MAjcauKjHh4mJ4pB27Gs5HzQuBCNz;13LFxHhpUaiNZHSPgZiUaeDWTSLgyWUuZ,1822778;2460078
7d53771c39903eccd862f28f59afe9d2fef3d209ecd1c04ea094dcf2e2fb4889,1aBPMGKz59hAh4LNAxk5nmne1DTFBQSdN;1CBa7GoUcwMqbt78p36iM7KXmPCJnUeTq;17CMLbLJJb9zaPiagHbCch8qDuUurGjgK,256516;607772;717596,1CoJ468gKVZdbGRrHuZfgNVimzyyuCtit;1k5ktoESRZh6zSrHcQoEUF5eqK2FxWHxPs,1455292;125553
0554736095d1282a9d2ac0f749bc8334179b15e2ebf4e0a92021cea776e886d5,1B4kXkUnW7Ww3nsXTx4UQgVu55c4GdYKz;14Hyxp6Dey3LznCqZbpEmnbHzzYo7s8Mnb,496593;395544,1H7VR8XEZfMQkST5KRQeHQyAwTgMS7SQ5s;1siybMaDfE7rNmaorypce2vqGBhJL1sZQ9;16XNTAKKwbtAk35SRcRDWM7gbXJDz4Cwm,269370;299648;319450
9d5b8c362dbda76466446a36a61b1437afe62095ae25190a81b5dc58c99b4d4e,1uchC4eb7neYkfbxiKNKfcic5KNK4osFab,3822097,1XZgsCxUeRvKGWE2XUfJFqfTTccyrAxYT;1t5Zezre3LSNeSBKKaELAaXDupLqdtSoTu,2252692;1565377
249abbeb0be541c556dfb83d4766949a1b56a0da872e4ef2f29511c2dc3b4156,1F6QY4dB9gZ8AXDMCZLSNmrHCofFuGMfVy;1VX2JEKr7iQpAV42QeKLTsMXTm2od3NaL;1YGGfy5qhDVuLuqfA9UCMqstpX5pRvLxT,263550;769268;976788,1JNY29F3f1kvrSDSoW2BHurHvV2poVGfu;17n1d23h4jUF2S5wuMEtYaVRab8VKMu83,1956997;46351
28a6c6d91aa4d82a433d40f43db84055aa0f7ca01c6edc798c6e1803df24ac5d,1Km5oTE3HEyL7F8FEUDdQJz8sWoyK5DikC,4899280,1z2742bu8y1UJ4Yf4LfL6cdFuZpUNyDUu8;15gUQCPfsyj2VpJcwq8XFK3aoMfu2dZ5W,2319095;2571155
8807076e194896f0f5728f88d37c4a4365d1877664f369fb4b87e15c389d183b,16XNTAKKwbtAk35SRcRDWM7gbXJDz4Cwm;1Dn5dXCnMxe96FB9m5xdTZagtezKyKSUdo;1B4kXkUnW7Ww3nsXTx4UQgVu55c4GdYKz,554342;410393;346418,16XNTAKKwbtAk35SRcRDWM7gbXJDz4Cwm;1H7VR8XEZfMQkST5KRQeHQyAwTgMS7SQ5s,476643;832338
3da030062a8dc95b87e563c57d35a5fdf7318ad55bda44e595b341f59f18c0d2,1kXhnS3dGFvFjNG1dvAEEf3kbvAjitXd9,4325862,1HJFLyzQdPj5x2v1tSoes6xDAuGUN7JXy;1LNX96SxSRaSaxLFut7bHRFXgdQrLV4G6,2697363;1623747
3fae7e5651675d9b0d7fa10ebe766036a56004b81436d0d166e0772affa52c7a,1yCY1SPBnsHDsuZgQsdKxgTm95ccx1EtbY,1459987,1tdPhskGueszbVMmgEpU4vSdqUq1gTbJo;1zmnMv3Uns9prReGXynGbinxnY2HmgmPm,619781;835298
4aab2e58ff8c029a50b29eedf75e0b99031048457ed00ec8da977d1a85b43018,1dHrqGvzFtzWP5iXzkfcEE8opFSY6FMQcq,4259622,1SKvdSDTHLfW3xMsgBQvSTYMb57bqoLse;1KqF3CPR9npiCoQQBUbHqxMoMjepVr2Kz3,2515280;1738252
a4b91f4d4747a71df2d9a26bb6f6ee4cd5b5fabb654cb49d3e3d136184a8e243,1bpbT8DxkaNDJ6y4Uej3DtiB95bg8yPDJ,183004963,1bxvq835LEHEQU7BjXsy3zr5otxpW87ZNk;1qwMQcBgkhuuMxEVWqKgwQA3WnwXvaLUB,182364993;635022
a8e8eee2b9c272d8d7e31e4b6b181737dae269f60368a36c4601ce6306ce9f2d,1Lq3nUs5RjBELLD7H8v49ZjbNTWYv35T1p,4992937,1toCoaRTbBeepBL8RWDnsoH3VopbiqQ4h;12wxj9FpDBKrGYtP91bTVuqeX5n1nAmF8a,1989982;2997316
e78ba2dd9eacb579164d51e0432546ce4ba4a6f3da5451fe2f1f3280f71a264c,1bxvq835LEHEQU7BjXsy3zr5otxpW87ZNk,182364993,1fHG81QZFijbWunGunFY4yfoFxqGgwJMb9;1zSipm9oBrmAnYaP9pP36ZSop3JuWWC5bq,960501;181400875
a06eb0ab5bc9fc62986c48c46866ba3aaa694426273a59f1e9b5405356c018df,12BruUyTtQYq2XstBDsQzbAeSnEVtbnQj,6101091,1vjzgEcWH6nKQqNv55c49mFrSxEvHYUny;1HkgKLsMsM5ynm1qDiLoaHtL9K9RAjTnBi,5654567;442090
c85e578b8641ee910acc394e59284900318bc1b3eb152b93b68c6dc7ad402ffa,1kJ5ATT5d4KUBDcNMtQhPjxCCoLFTmH4b,1676573,1hJJAm7j7s3b11NdSofZfgfm8bumW8ezx;1NAL8iUr7BtmaKod56oqXuL8oCgBB71U2,784152;889285
67df06ca80472d2e94b5762936ccb0c65026efd0974ed5cd59338739b0c9635e,19TWa5QuxAtifvuz3Z65syzeuywQ7ka53;1gqG8BbLXhBxn1ZSTP8k7TJSBTyk5v6Niq;1FumqYV7LyY38i6xMu6hxwmWK7dCWfJif,261026;518284;546505,1ZykCb3QQbxLFmzTeMCNP95hrsUURgrtz;1ivR3jGgtvauRnckJnobw46JwqWWTEKTe,1085018;236885
fa510ec43e5eb20d3a8f4a21fb706e460edd8e9e8bfe980bc9133f3801762a37,1i4VhhVdCeXCg4hKTNG8UnfQEZs43scxY;1eTdccWX4asScSmyuNjtQ1awwspykyNRto;163XYtbQMbQSwb3vB2sHq2vnmiTTEyQGF;1PZvjXhCGwEhrVQU3EVFTXHfkknPJXkhgo,383270;430642;670157;999800,19LrkceYyq8fCaiYQ4Esd7Fb9hH9gycKW;16knmKgBP66BrpSQqYoGjq3ADv6sfnBEPT,2209330;270837
679e3868546acc177dce87f0fa1d5942456bb4e5902cf94c1dd3a6d675b76d12,1Jk7BzsnjBARaeaWAQ1ecWQKzzsfvEoWX,1567500,1NB3UGDjWdboKPx7Cck4j4h5gLQoHathi;15jS17jDxJcqAMHe242NBE147j8T2wrA6,145065;1417485
fca01c8453dbb262d49125d6cfd86b2eb18cb6dec50fa858aa9bd4be1e2b9e82,1xnpYaJbLtpMombdTkYWfBJGYd6cnSiqMo,1501034,1EJSg1gRxNG9RAVd46faFfGoFGL6s6oW6;1pxoHHiMSFUCYwh8cbFfXe4Qi6m1YvQwsU,304659;1189459
20ba9d565e67c93d5c4ff84fb317cbae1ac3edf15047580351637cc571eefbba,1dD5r58HMtcQrxwdTZxqB7sWH9sWvnb6er,2662988,1S4nuzKGVCVfLrau51FeppsE7tJRhU6W6u;1pJLycizxAPSrnMew1G3niHvPjGxEqYmB,1432829;1223668
00c0d71fd2d918d838666dbec6609e2a5064e79f449883120ad681dedb87e1e6,1Ekkr3gAWLxc3eRjowyQnseE9XSuWPyZt,7443158,13XwHBYwBqrkFBjDKPj8i4pC3zgY1xwccR;1QpJCA737jzRY2SppX1kFcD9JnhwtaWiF,6680081;758717
38aa660066a1598e6ca287168879fd2e1d9a29ea8b25f647805579bd9c61a0d2,1jAdmCPuQvWTkzPoE6iAYrnmCHBD2kZwm,3928130,1NQF4uErw7Bpt5rUYc1hm5Zndo4SxhC21;1Perc3ioWnsB4Q9ayt2ThMZpjZFC3H4MW,1713492;2211233
1b6bc12ef410833943ebdb184df720e8fc0ae021785fdd4f832bb130e192eb3c,1hAnAXTC1QabrCoRK3zBzuezjUQfK9skUX,2062247,1ecNaoCdWQ73qXQkA4LwYY7wMdd7QmVvm;1dHh9s3aCde4oDAp4ZTvx32poP6aeGYKS,771945;1284759
6b6fb1f2c8882a45e3615a468aa15d601d9847828580e4d8fa7091fe1cc66827,1b8QH8XRHfXCdWiU6N8m3tXmvKUi9LHaE,3542754,1HSL947kQXDpdtkiM2ZAEuhu7Ye24yCzn9;13wLYycWpgmdGB5A7oB1g5BUi1TpHkv8L,1729041;1807064
9d698a2b033811aa1a052a5442f08675a0258e874051ce4b0bb5b0cce7a94eeb,1oPJtcLhuCaGYhYiVrhQ5WmEpozVfBQVi,3564856,1iRpVFhsuQzVrAPNL5ni9jssoM1oY7d7sL;1BH39ExrMn9vzj9J6AvNiPsp2Z1MYpcFUp,446351;3112882
bbc6cc6a94fb829f984f8bf2ff9ff5c736e8cec4c30962366769a88b0a93825d,1mJR6BzQzxSQ4rbChE13X41DpXxb6adpsM,2614719,1n62NybrkvmXwm7aaKQkv4HNLvZfmSrTb;196iw2TupXpD6hzDTHgzVk1sixUTCfKvQN,2403398;209693
8344d5358030be2b31e726b1d83d8cb160abde621852f59f01ac38d36a0a2ef9,1svKzH2TxrutdnKc27KpamVoMxZsGFuNR,2527253,1BRgHs787rzBLeVkcG8LrLjFzyLgcNnb4Y;1ycsm6WAzoza2TiCnDF2awcMBrRpHmXW26,1067895;1454803
53ef84baa0ce19a1f47080d01e1023db0592d9da18d246194e776b2dcee8f3b0,1T3grxYUzDKdn72r91vH5uimmKkGiA81eG,3436953,1emCmsa2GiLrwZdVHJDfrxxiSvDTLcYFg4;1ZBDEUGdBvkKVisX89DW8gcjQv5h82MvLv,3250037;181971
14290532ccbae6b193f72680ead0a5a022bdaa00bbda5c544be7d812a0cf17ae,1wgc6sDVBj5wqCa56mjXPenyjzzZrrohS,3555468,16ug85g9VWLif6qf9DoyHMkrFtbmkv4HY;1cxd9km6AUgVGn7QkxhrugSYPDPQZBuYP,1929559;1617859
796aa21218755d835c36c51853b6c35c6701303cf884cd5760306c9d9fcb8798,1UBQUXSuA3b4ySiYVbsGdKph6QYzHqvWJM,2666948,1JPePe35rpcyYNaiKf99Pf3JGzXj3oGBiv;1VrYtagx95dWuJ2DDmJM4TqbvjooxwvTqV,1255809;1401647
a85aefc8c37774a1262754f432af2af34f4cc2f5fdbb01ce6c66a75394998d44,1nzZaCCJskBehqLfrBhQek8tYphtvRKsse;1Eo5KHtR3USvwe2hUpXKbVTJLyGnBEvHwz,430531;585661,1HAeyHuUMN66QRbsTQZCS7Tr9d6MnDpYf;1TpAuyQaVA8arHY1VMkiN9jh5RGsY22Xvb,795945;213821
813c15ba2875fb2228c4908b97bb9fcb6de7687ab8cc58786f4fadedf04087ad,1pjqn6NM8RbkUUksWG954TNgaDSJxVPAt,2576797,1CJR2Mqa2mjKZkqbDyTDa1xWY6hQe7DcUD;1DzastMdjx9fs6oFCT7S5jkCiF4FfDsagW,1276807;1293138
6f79f602adcc0707dbf61de416aa8a7fb9a78cb3224428028c499666f5b0d929,15E9W4Duo9C3HdUd6PY7xwi3yc6wupniRn,1575343,1NcUAfPMqgQvZ1guaAetBKAvWz89c3U7bV;1VrYtagx95dWuJ2DDmJM4TqbvjooxwvTqV,321118;1250858
89f1171d128c50414c395adb1bd9e5478f147a5b8c19904e7f2e6787c4aa6e2a,1P6S6zDADZ8UsZvoGFeSpdxv1SRJgHWYN8,751856,1yXHUghuvbQMFtVzAi3ADK5sZqkgErTWQh;1ivR3jGgtvauRnckJnobw46JwqWWTEKTe,232219;518572
623db9f9f94b4903628e81be9f1ab9b6870cc5ae8ed73839911240d61d0c5bdc,1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m,120181364,1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m;1pFrqh8Qqa3yumhABAMqsmn9pqWesCzB9,119305813;869369
94c458744275eab6391a50b9d7d6d9b70afc581478098b05f689db83dd416ab7,1Q4uZiDVte99kYkRaMz9Vkr9AgbPbUFZwg;1Qwaa35fZKGfKG8eTvw1dZ6YW8M4FHSYJ;1vrAVDQ4NzGnTRxzZi9JyaYk4aWrAx5Bb,870209;753801;479548,15JdtMC5fmzrsPTqAMfhg5dXFTGvgDKm4p;15JdtMC5fmzrsPTqAMfhg5dXFTGvgDKm4p;1Q4uZiDVte99kYkRaMz9Vkr9AgbPbUFZwg,709749;504965;885702
ec50e0cb4c618a789750905272968bf7921aed553924e6eb24fe8632bf61ba41,1vhJ54ZMwEsQpWi6Y3x2xr6bVLb7n36V55,4080049,1tru1ewAcxRcL2cCe3kA3gACzzz5P9DYm;1nBeJFKtzWUa48a3LbkPEYmDiAHQGYmAq6,2245149;1832663
f6a5c28782bc94426a632b37a34667dc5926216a8b0d64e0acee303b57206030,1wSm66RZW66Zbns1RnjZzFXgAGG9AHJnM;1iVcT81PqPsSRpebJbhUBQKjdynKHnNwC,556903;671998,1aUxXJ5btzYwz6ivbfmgdJHD8wHYfB5Y9,1217979
0fa834958953b222499f1b2ac48ff233bb311180cd27af3f7c3734c01c5b64ad,1K4zHPStmR91tRz5KgQ1zzSNLMSLTDexJ,4029911,1PPCBnWtaQSNpVvYMFT7ab5c6AN9bEgEo;1P6m4YppUZTsiGvq9r3av4377jCtULRBJ,2319238;1707726
4a777f86fc9289fdba167f9d0be982cbe4e431a5e6ca4da59750fc1ed580a092,1UyLherrrPKims34dvzkS6dsShu3oJN9X;1A5scEu9TFF1ougASMbeRFrCPVEaazJyf;1qFpUokL7x9yrjyyoNn1YTgfapw7E2tZvD,586442;608070;695704,1sSVLmNwsyEPrQKUuPzne9x8xL6r6u19sy;1sSVLmNwsyEPrQKUuPzne9x8xL6r6u19sy,914300;970844
890fac64adde79b5425d33161d68efb5174382d99d23a1bc1dedbd08f544ce58,1hhuDAFPqMqEKxWGcQMi4e4HKgRAHE9kbc,2443827,1hsJDg5GrpWaEqRUMG5iP8AitBcD4o13m;1fsiKzcdk5T2HuutPtHTgj8ociFYsfbst1,2278595;161622
7ba87ba363ddf4c01c0406b36c9673dcb3ceadba289bd65585da53bb17b723fb,1JvorsMxZ3PAV591ueJhn6Lc2yn7sNH6B,1695838,1hSgzAGZtCnLyYF23momhPLWmLpgJwc4W;1PTHzoW9eq3q8j2umBj3uxa7bs7VPAfir,893235;799002
22b8d2dbe2499338027f7be42daaf0c6193dec22bd898a621ac3aec41f15f239,1AYchy5U4CkyfJq7dta56oG6CTJrMug9r,45061562,12upHrNvAC2fPuy2JkhS9aV5vBVtpdZLf;1AYchy5U4CkyfJq7dta56oG6CTJrMug9r,408354;44648270
a047a247d09d4dc8a600c1a776f514b4d87568ea828f349fb3acdd1579da2f62,15xRx92X55767uGJs9Xn7x3rFEbcr3AeU,959608,1WYjS3Xqrg3BbKp9dxkcVkjobq1bGQtaT;1HNPvsFAMuw2Q3FvqUwBHvLnedQj6oEbxQ,617261;339141
b2845fd6ad3d25107e56a8ce16dd80f2498440cc9585ae34c7f5482a270cde42,1m6AMT5wAxrjv2Bptnd8FEL8Qta1t8UtSr,3973267,1Ww7M7Twtfrau2hsw5L2oNYT6x89vvfa4U;1zghdnB3QA5Zg6m484idqgN6ircAhZg55,2143787;1826047
479afe85d6b959b2c8fb1557761050c2103b48d84a49fbcb5e39761a7655efb3,1KWGG8K6pK3XUZXA27Y7Mmwe6gom4qaXi;1GhoBja9LgQrQJfRBCNeErvfbFS5yymG2U,243821;402228,1wPSneb4FVU8iKnjMpo1GZTnJvi3kVQ4cn;1rPfFmrPcpz1N54wx6ArW9wQS8Q9DGkuHZ,597997;40150
4d7d22923908c3bcaefb8fefddc12fa72b6ab120891b14a93d016dc72c7eec81,1PFeuKF6pZXdw1g59bfic9MkEgm1sBKEn,3227128,1Se7pStx4o7uijsVFkvT71g6Mmw97WcSeu;19WXVsHe6UQThqjws6khFJLQgnEkhHiaap,2124478;1096799
bbcc7e66663bc8d0a67a1b9a9d03dd7a1ce75c78e76fda949b7e1f8e4d0c9a9c,1Ssbpc11pzBLoHPzJgY7HPoJ1zWW6E8gHB,3294160,1y2F9rt2GpsXic3attxpKUoCGeNWFkUmTh;1P2vxhYWhdU73LLGDVdUE7JF5MbZ97qho,1436362;1855901
757ef722ee495aa05b9965599cb6fda55f8a8eb225248299f389312f0fadca30,1kSCspfn7HVQMeqcdofnjnJYTNqcNEvHAN,2258577,1k2ZoGd2nN3fEQAvgJsx1SSG94vRwUBWK;1MJkG39DsmthiwWad3zrq359JuTPTUiKwN,171727;2080665
58d68524ed1443f9e1d379095efb3471605db012b9b06d7527f2202bacad430a,1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m,118098797,1f1CabZe1gFzKB4zzV1Ev5zcYVecF73tP;1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m,929536;117167539
3a4ddf91620b768b1610b46d8424fae5f9d0f626508c16e0662bf17105e65915,1PYZpDs37SNRLA2hdnA3wEgHpKZ16CxYN,1785470,1wgVjhDQTeGWhS1CnfPQ4ThpAYumjBTWPC;17FNpCoeyf5qm7PWXsTT9BWVmWto68jiH,759898;1016837
cb3d13e2510d1417641c6213b13250e0ea1826b99d25bdce28ae8995713c1137,1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m,116282531,1eexqN34KmR62h7SVpw8ivi1PagU6ThR7m;1WAJukeoRTVQ9RWikVhpYVyT65FFh912X,115477378;803566
fa92c0a9e719f8ea80bcf5586d4bf6c768c6713b27936d6a6efc4f4cbfdcaf55,1vo8reYWsu3gukJrYBg6wC5F6w42yUBvZ,2488718,1eCQNwqWguFCkzHqX1SAnZkhqqjzmhDmH;11vYikfN5fLKriJJQQJ8RwgucJY1HRaeTS,813007;1671884
afab86cdac904de598a978939bb0ec3329f245d49f9f0616a6f91a774bc62271,1J7kATCZfo27HE6ZJUeodxC7BQHLbKt1w,1483215,1XTzyyKeUBbwJLFRsZ2xmi7R9TXATFkP6;15DvkiWHeNfy9yD7PLFNijCAAazAHjTgm7,536267;945494
3eb012ca63e17a5aee1ad6b1ccaa9a1e9bc22ba1af25f08e424aaf5b02bd57cb,1JSNK82WyDyGZGEJTqWr1q5xiuB2x6q5uu;1jqenmQpUf9ACiRYNgQ96JdqQKP3M4kqQ;1F1jAJ5aTVBCeic8nCvYP6bA1CMw7yvMX;1xwnK1TAcHE92zMH877RgayC4DdnjPKp96,485225;582197;832830;889527,1T592rEGTZJa9jVeqDseBgnHxdEoKoAmg;1QxF65nYCjuetCxKdtCJnPnpuxmPB4eu3H,2467237;319736
20b8ea596b8c1be535e733a0b85bdb1720f29e7187ee3e9bfda28c5607f65dec,1G9Er4kBCbqwY3TqkEmEVXFYFzM1S3o1HA;1w17K9aM15dRJRxEkR6zZ8wCdeFT18JNg,400263;502098,1r19t6qEoBkoKUZDVF1QW9qYM8uetqvB5;1uBnS3jQTwfTswJJKR2JEg69GfEofFVz1,832801;64211
4e8783f9f130e214b008b46250dcd232e5f594d75d1d2db0625b50faad77c816,1NGrtbpaF1ZqUdfRZzMw2sJG32GA9LNELt,3328685,1pPTtCyx5DrxVS33qCVEGg2CyL5Ho6BLG;1m9GkgLLcM4wGDsii1UeCEFCSv8pjkpkep,2121152;1203102
28d5fd837fc83ef0a4eaf16053da4333e6d79f5772af134cb39d1d70068fdc65,1d56BxuqGzDBbhP5RWydrHbF9qvnYEWEP,2185084,1axtBdoXBRrQfKvErKCXmFtBgiU8W3tLZK;1HQajvnGYya6saQQ1CB7C8mDSVojdXn9we,839432;1338894
bba62d27a1952c8307f74ca01b1908e6a01955bc7217cc7f2d1c084377622c75,1M8hvEXVBVyztq4xzJtgrVCRM5sk39eBP,1701054,1QRuayCe7D4igZdPAabrCP2HP97ZRjWQ2Y;1PE3x1vFU6PRWK8gnJQx2rBKf5GwBW5THJ,872320;824157
4d15f55e744dc949fbc0909612364d0a828b03504e658b89a88e9f2a548b46f4,1V9CLvhgeLPrtuWMV3zH18eDZvKJ4p7Tj8;1PeMfj7jiDkqJRPcZKgRWNGHWSR49um7no,415512;969169,1H1sLpNJ2y2HuGwJjbmeEZWpZKCLoBS5nU;1bnnyc76KPJohULyhtc3yhLHLne2D3AkF,1322455;58046
676e0716efda2359d302e21caa345c43ed00b72b81c3dcd9c4922963c2701d87,1Zsbpwtrty4VJpFFAT57m6pur71nR5E7Mm,8817800,1K8KX1RoLafXq6oF3kPD6Gk9aaAscvsQB;1Vqon8wSHUQGQvYenMvQZcTtoNAKJ3mhNh,8236737;579346
0ae1972a1658bba7482edf202ddc17357e88c4c9bb08aa59454e2486ae147345,1Ekc3LMyBKouCSohixs2KAevFi6aTaVwR,2244548,1rLYt8msf5TULVKmWcbyEpZqw9HJ7U8eW;1YavqmGQ4vkWfa2EGbNhUxPNi2EQYgdf7,2035475;206612
