transaction_id,input_addresses,input_values,output_addresses,output_values
8f619043c8687ee85101680f7bf8f18f3d002125f12c3200a8f9f4a2a8fa8277,1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,98650204,1FuB7YB4Bwh9nJr5j23tRgM1mYuWF9u6PD;1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,497916;98150006
ef7e378f3f6aaba857429d6abab6dea69d68a4776fb0ee23589ec7de40037e83,1DDsL9u1r98FBf21nEKB4kXkUnW7Ww3nsX,4099655,1Tx4UQgVu55c4GdYKzXTc6hremiDTELTR6;1RfN9v4q66jpZbZL8MfksiybMaDfE7rNma,2542981;1551683
4f77da004b65d5cf3733459da4ec59cfd407ddaa1612895a59b09130fb31c977,1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,98933675,1oY6cvbmUX1mmRYJ9XZdAcnXYZXd7Xgen5;1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,395900;98536769
7a585b178872daf1fa830181c3385793ec6ad1022fb7d143f202c0ef1ee0c742,1wmcmda542Kr48vSJd4gZJP6kEbf1PotcL;1wnTLC6b4nCadFRjSFo4KSxkKtm9JLN1bg;14WqrRCCunLfhybLaxcRATn3D1DEdEjxLj,207644;309879;196597,1zN527HCam32CBtiLZB2qu2gNn7wJEofwy,709737
64b3b23bc763fd166693154cf196c4161a6338c779fe461517f9c99ad2f9e396,1RZ8aFLi99K3wcfVaMnKDB4WRY6DDLMDkX,4718102,1zpy1fSucdxgKvwPYHupNoS3uCWwAxY14f;1msR7Yhymewk9TL64oZaEGPdS1gYeckah5,1795282;2920633
55e49c66cde7a1507e9ccb3903a19c1f8af030e26218a98f4a2f6e6e108e9705,1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,98150006,1tLyuLsZnYKZBAjmKPEqRoB1hTMBFzth8u;1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,106810;98041043
c486eabd6416de7e7acd44239a2600d702e0440da310685ad2df906868c6d84e,1jbCLhBYgq167SDHC26wfqxei7r8fuZyth;1FUwevHRumKA5nPL4xGSVvcBV9mDeui65a;1FSt9ewfGhuaWwVSqnnY1xpUZwMgQdx6Yx,142182;340983;498696,1HCZyfJP7gVtSB32zEPneVxpy1LLiQDeXw,977722
878b36d51acdc51569dda874cef065a536cc36fa3e2f9927461a17d8caeb4de8,1vLTeXt8WGoLjei1LJgCceQRLQ6yUw1PSG,4460020,1LaaGMEfTAgvtmhewNDxUTzNhukopmgbnX;1XMv7quCYArSgiVuS48RZZgJ2F1D5RhY4t,1553225;2904620
0589ac83017b5b8efd089df3443bb8139807b6398f4ad0982f1240968c9dcdc9,1b37q37S8FhCg1R6XdhRuWcHnVcnqyMQAY,4196757,1ugUE167aVxn5iueTyG3psrMgR7rt19eLt;1xGjNL7QTqhURtA8jyq7uUZScncstjtVVt,1495329;2700169
e7561517cc7b83dc31508b269e18d00deeda95a1bd2b90ad3ea9d571d39faf1d,14kf5LYybZqpRYsUtU5uiWuogc7kBzyo8R,3636586,1zSzdqFuv4PQKHTsndXRR9bkwvZ6HYLQPV;1c3G9ch3tLEkvu2pJHVh6s8ySpGReBDpjm,1330067;2303409
075988397f672b9b98564be97e396f3238b020c0ca9975fbdcadc55e2b658077,12mnmhsi5Akd5gUoSte4dy29MN7vekG5pb,1658933,1aUVu5BmWnKUWU33ftNd6iG9N8QoWzN3JA;1ajZ3UQEbcTMzmnxrX84ovsFXtvjGjxeYU,494190;1162360
743797fe0856176c22977a56a21f83eb462b550dc7fd08c6b9843497854116ac,1cissni2V6qzzUtxUYFAwh7z2vKPHifxff;1cissni2V6qzzUtxUYFAwh7z2vKPHifxff,580254;632161,1cissni2V6qzzUtxUYFAwh7z2vKPHifxff;1cissni2V6qzzUtxUYFAwh7z2vKPHifxff,606207;606208
46ec9a3b6e78858a88347537ef5a5ff3c7522b6c3af4eda3b6177ca5f9b3d8a5,1x2RvPKNT2ZrJhV8iV7gfgaUrWPVycMyK2;13qMk2tL6MMMfFebu4JL2KTsZuGhbzNPao,152458;462211,1CVpfAJyCdy5rDGJaodxiabGZXRM5pWJfK,610904
7f6ffcca9958fa08b3d6ae18e656a6679638d1218c574f7a23ff90594929d994,1KVgpECd7gWav7UV3XhaG3qDJKTKL7jNtp,1860533,1UrXERr3xGrhe7xn3MTcw8bU4j8UG8qXrM;1A8LooR4KmWnTSJAVLLjfYLbxoKicB8xuy,66391;1790644
7f1306beef2be1951f53675fbd0e1af52800f3d03213d60b73d3ae4840a30134,1fH7EzZLYCg5ew28kFffRuCA6wJYY4zsr1,2933435,1Enowx7T8mnT8fH5nMPBwjucymzALXgCzk;1MLPk7WpDCdmk4zEfuVmPeC3T1MzweRqyr,273781;2656467
02ee37a0c1b48bd5242cadd39fef9a4e550aee4d1bb66fa5a542437eb264e2ae,1KhgmaZyfLXh6fFMgPqZz4eArrs5VEy3De,4130676,1QEToSrS7Ve6QZ16ccJWCfxN4DTZcUfi7m;1DLqxHXh3A9ii7cBvPTni7RvqbmTfx8VX3,2603979;1523719
821642268ab553c15ca82b09f62b400de95392ba9c6e1706cae3e04ced0f0496,1K6SJQbgbpKe4D9akokfTHcSCsJogvwivz;1acWrr4uy1Zy7H2SbdiQSDB9ZqMRHs81e9;1tfy88orthvdTRpPER1VjiGva23VNax5jX;1rkHWXcFdffgYacuY1TuaLMyJAhbJnGdaa;1fHj2V85nFcGFkcujfNBnEBX2zybpqkQPf,480632;434272;187704;210549;402911,1q4Gp4TUUwvEgPGXSHoPKXx6XMqceGGoFa,1712061
3013f0cdc189d779949c4aa11ae2867e4e96de95c737d3d9edfb09191848bd33,15Hvo1xgw8VggX81Cq1RXMzfvzwg3TAvmu;15Hvo1xgw8VggX81Cq1RXMzfvzwg3TAvmu,391652;339385,15Hvo1xgw8VggX81Cq1RXMzfvzwg3TAvmu;15Hvo1xgw8VggX81Cq1RXMzfvzwg3TAvmu,365518;365519
4cd7c53077930fab86482ce92a2035e4ed12b0879b95ebf3232fada47b54f083,1wWVpGAfZWTkazvUdGbE7u6a7RVZFVgoZD,97738181,1BqnzFvt37URjEbkZPRFye6aLbN12faoJy;1wWVpGAfZWTkazvUdGbE7u6a7RVZFVgoZD,728210;97006188
6e75e25fd6dad21f735afc4c38181a008c7b345d055437007a0df8d4e9982c07,1zy1rrY3E7W75Caqg5RH2cMyuNwJ2NH9b7;1DKikniwNaf9mexxzZzdjY8socfXKCauLo;1yEKyhSxQ5Z5NVEnEqzvFugfcoL7QW9VtC,263766;439025;952204,1BTARmiU6sq2A5WXPR8hFJLpLc7i5vxudj;1SkhjibpW91bgTKBiHmEV3XXWvHPkx3wtj,1391586;259483
9b2a7868d475202f914b4d8272a0e041a03c58bec448f7e208b60810f59591ae,1VBciy12d7rozRLZd1CHnJWK1gLjc2BLLg,869350,1voeUdtYLnRkqJjKYDgotMyH2zdqaPbskh;1K2RVETxDJ7nnuS2UWCvjXm9spwg8jTiX1,335435;531550
bacac1cfe2c7b32315791306bbb1cc81959b828a42be2ed34f7f0dcc8490d724,1JNHLaUg64k1az6X1bzmwULRNtzpwfN4ML;1JNHLaUg64k1az6X1bzmwULRNtzpwfN4ML,352521;301617,1JNHLaUg64k1az6X1bzmwULRNtzpwfN4ML;1JNHLaUg64k1az6X1bzmwULRNtzpwfN4ML,327069;327069
d2731c406a3a8cb97b7fdd2d3f1c144b2e709a545c4b39a22b18596e63a3cdb6,1vnrjJpuA2PRUMP5jHvhY6Kns4wJeaSUuD;1vnrjJpuA2PRUMP5jHvhY6Kns4wJeaSUuD,692367;402579,1vnrjJpuA2PRUMP5jHvhY6Kns4wJeaSUuD;1vnrjJpuA2PRUMP5jHvhY6Kns4wJeaSUuD,547473;547473
6984c2c7f4dc740fdf057f000fa8aa76eca7e7ec26bf1fb5c3da89c5bec305cc,1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,98726147,1K1xFhz6WnZKHp9ZUbasQ8FxmQjxnW9Uop;1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,551084;98171632
86041dd2428abd22f89b78b5fd266e05db3c599b86799c3f2c14b1c50ae744e1,1Nwy3MgfMZsykvEAoBQBvnQfjFAhP3UCvM,1211316,1psDfQH5mMWgqL2sGaz3bMnSz7uC3SXogw;1jCSxvdf8uWfKhZCfNkBaQqJDncKSgWoxj,552557;655648
812e91d74da610f090ea4b73aa3e5819814ed975ad7a517c487dc7ac6320710d,1NULYNnyXPg9LwbCpjT3H8VNtgFLJpYBM2;1KdbM3jF56jdSGygFpqjXT5N9ydtPy5vkR;12xFetqS7CGJWrFoNUmSknHfcugGQ2R8Gb,321591;832958;864920,1yKD2K4HipbdLPv1LMSTkDhgF2rydZMDzN;1HKg2dAMSz2yZVEv8cr6DzaBAnjQQkRbKN,1770342;246071
76c529cff3b48d051b051b623b2f1e7e78b7ce256006d90c028f9be187854ddd,1pnujN2dxWGxrY5oSXFoBwrEiByGHkjvu8;1JDFmU6t3n5USU6bbJ1RuiSebdkzFQGdLV;1HeGXLgWd7kB1tWVBmg6rLgpC7EJJmUgvD,212793;797067;869658,1fKCPAAfKWUbRjEGwqNJjqKJZm1w4Qe9TG;1pCfFq2RPZjocSG5AiwbxwnPxhFza44LYS,1669428;205626
8c9d51a8e580110d49f3c0309437a17d7d0cbb1852b93b86ed59cefe1aa4a4a2,1DKmNkqF52YzMenekxC298fZDhmAck7px7,2358885,12KgxQi5hd6mrb8znMRNWLrp7xdqiSjxGo;1YVSjGrq6tFTcN2rBDoLthH1w5iVkheVn6,1210340;1144712
1d61eb08948b9201b16be9ebe053dd3cc57f0edd08679679e26a26d3f3fbfecb,16jcBrd97QGC92CsPXhyDR4R37NwiFtB1f;16jcBrd97QGC92CsPXhyDR4R37NwiFtB1f,468631;411137,16jcBrd97QGC92CsPXhyDR4R37NwiFtB1f;16jcBrd97QGC92CsPXhyDR4R37NwiFtB1f,439884;439884
bba15ccf6e71ea82b6390db0fdd81ebd87ae447803f7109b867946f3151eb58a,16mk2keDCHXmfGA7xZ6YYGwoaAKtY32u3P;15PhtdhSMLCko5vmZ6oh6KemUw9tFNBvLr,270268;337650,12UMTAmc86poKenXQQdYyPLpbnSnYEf5va,604922
fca3b5fd03f4f400a51d6ce6d55ff10ebc0f4ce4d097b8c4c701ae6a8bed703f,1DQ4NzGnTRxzZi9JyaYk4aWrAx5BbgE7tF,1742300,1bcRaXwCiEPfJKk5Tzz5DGwtsNAqhcze1p;1Jfw877ZGciCdGVur6RH1mdGjYR15tuYqa,1031430;709348
cc50dd97e2ed9adda5405946aa9bc9f8cbdce76478881c28b9367fb0357178a6,1yjpsbaZSLYfZpg9mshjxMmkDKENCyGcw9;1eRooq4zNZzxsKYHL456Z7AWraUeC5gpUt;1z9LBaTnjxtQJdP1K9ramXeCpvtiaB9J6X,340807;694761;986249,1w38M5svfCAzEvm2sw8w2srD3SCmb8yWaW;1ADwjMzRD6WUWw1PRx6MJ4weEheos1xju3,1970697;48791
a0bec3b130fbd3d99a2eb6171d86fe2be49a8b83ecc747aa5c6b7b00694182e9,1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,98767524,12awuY5PSGntzWh8tDCrJhzr2PTmrL1AM1;1zTWPbg9ohSPgBdQdvKvGwgztfBunuMx1r,113682;98650204
6141f21966d4d74a1db13c92ac3c7d0c46d908f5007f228e9ca67cf8a96541f0,1MLnXM6iT43i2L7ovjWZLRTodBfPjtTR1D,1458034,1HhoaoYNC7fVyKPP7MTBgovbfKE7N9PbaR;1VYvvBAHBqcsxVCPZeQViSAZoD2EHnZmVW,626461;827399
5e587308ac113117f6e49094acfa986cae6fb387a48260c13fb2d54d0173b00e,1C85BizpyzfiYHJAihBMEznEVMaUz8t4Qi,3178620,1UQQa8K5UX8qYbm8WsqXJAwEwXH5CxGdc6;1ebaAduLv3s5xmGDac2tYeJFoQTgARTL9r,1783834;1389791
e2ac196197e141a86ec77e7e4e806a8decaf7e0853adaeddae55af74c7eb79dd,1aoiZ8ZCca4aBUu7wB2nFhtSocQ3r2SRrK;1F76A9F6JQAcK24PKQKNq8CkaVkP74TQVQ,222547;109763,1Za6me8ZSrWn9YAFxxZ3pxdeA4vGFgzqDq,330208
5e31cb135ee1800e4526d9afa886f29c9e7974384d427cbe156d0e2ac176e054,1C42rFBVfQiK8KyRKvZh1nxRVz9tEcxuiR,3313076,1mdioN1VpWDLfjWXtzccSxoTiYYk3LQdnU;1svvcEKbTJe3EuFGX3xTQRxoGpYRWxoeJb,2981768;328708
f955a8c374b69bcae2fe1d779056d77576923e37e485e4cbfb801cb4a2dc6171,13W8SVm3njZ4ywNfSiG9v6PP3JxCaRp9YF,4390142,1v14rGU4UyvV5TucyrxFZtpLfXfqbgonFp;1SGwJyz3boFpZqDxT96YNkRL5AUv4KtSp9,3951127;436508
f828de09b7a10820daa6742c52219df838fe3ad7949e347dafee00ffcae4994b,1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,100000000,1orzYxiB8CZETXEn97eY2vAtDAsviZD937;1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,343847;99655004
394fbf84380119e41dbfedb73a2c8b0e83a476120994bb2c742be433a219439a,13vzgGurcSQKSApwKsVSY2TxmxCWcRFnFQ,98097369,1yKYqGtLEJ3vhd75sSWW4RzHFfMG4XpsgU;13vzgGurcSQKSApwKsVSY2TxmxCWcRFnFQ,738457;97354665
3f32f861313ee142f619408b8cba9f5f7b170ac5913e5122271b45f67137e926,17Rbk6ux9VxVaFqmSDgWbHZ7co4pGtrx9D,2975969,13Tuq7QqffdfGruYy5NhcWWzauu5S2qWbH;1f2p5YQGYA7wtXjEzyNwY42YRKfqBBZJQm,510343;2461820
aa6d28c5f8278fb1240cb022ebe29435977e4d81bc71cb72252d86ca93583575,1XWn3H2dg2kpNQpsr5Whj2kYv6bPqrnRkJ;1T6yaNRDQHHhWPzjxmiTa2mSU7K9d5ZDwb;15QqXqm4VQjq3gbsGDZVVxETVZjjvR581X,214303;221001;237827,18Cs7tVdX9sR17zitGKtZAHgoxNcUDLkzv;1AiUKBUz1hC6T6db4dtM1CHuRjNmwZeCb6,460330;207950
f8f0d9e50fe52c6df716391c703257f0ff0299a482f8523edd87bd3996d0b386,1rA4Ks8AGRuMHXwWmB6kYspgJgg6ap1XNV;1Lu69DBucqXXYk7T5pvUKNptbmLi2pDr9E,165716;210017,1yRm72VSC2fbUu3J168bbCf29kHaMrncW4,374200
06ac227a7f96cccafd9fe88b0dc3272ed2b4c9abeb70f84c34e2e38d96cc3536,1uMpWBaVrRZudzqHx7JZoznLEsujXQDec8,1236134,16Nh2pWza4HawiTFoQbawRdosfqemkgmr6;1X9nadZ9ZJmtanrxt7qoDnnRZx4d2Z9eTR,164611;1069483
b4624fca3e415e5ef772b744c6833c90a445f2d8559b359b24d8d0bd58fff2b0,13vzgGurcSQKSApwKsVSY2TxmxCWcRFnFQ,99129425,1RhjsXTMpAzwB8fhEKFoyG2wFeHUjsr59C;13vzgGurcSQKSApwKsVSY2TxmxCWcRFnFQ,458770;98668722
c7e2511aabbd527198e564dea286fb37a858a36acc7a88ff4af9d1e45dd329f6,18fb71rKpJDg9Hkrq2KWgGradDHy4o9irw;18fb71rKpJDg9Hkrq2KWgGradDHy4o9irw,418002;667215,18fb71rKpJDg9Hkrq2KWgGradDHy4o9irw;18fb71rKpJDg9Hkrq2KWgGradDHy4o9irw,542608;542609
0a27033030cab70193ed88707fd2507bd22c6c102206569c0d829f6454386197,1Fkmg86d3n2N8uKRCnsNWGAvwyJsoU5kEg,2221389,1gQrZ6PG8NkGPeNgUcwLcedThe733z7EYP;1NxhYbjteqcwHhDSENyNue4Hyxp6Dey3Lz,812405;1404586
2767a20f191c85f16e8f09f9975359221a492b54f851992aabf8baf412310ec8,1JGN1eNB2rnEifYPXVYcKe7X4q8sCV6aqf,2886409,1XhFNc5vDVt5o4ZwRNipG35Jwx6jXBXFdB;1kR7eMTftABQLAzSMKzKNmRjcZDmvFxSQj,1586838;1298505
4c7efc9fcdae5aaadc2433ed96d7c64e62081cf77c746d483015637c7909f453,1zJJDr2phHZZv93M9NaEp6QvjinBpgaubJ,2458652,1ja54mMpRssEeb1nPJ3Y9WD3jPSbWDHP85;1a3Q5Wm88ZVeCcjF5nKv6fRMKb2JzczS93,1028935;1425910
ecb3c51ea1b50d98e7d8406502acf42b849fef5f52982be620928be0cd8ea05c,1dTmB2hsaDxkUwXcmSZdXN99gJSKq4CQpe;1FbQ7CFpTZSe3A8FofBrxV2r5bsuQNf6wj;197jwXqxwFtE8oLaPkER9BySFbVNxKRgxt;1wNip2ycqfwhnEZJxNp8srPuPyF6pEDtvd,437866;313012;117763;243674,15nVjvLRv6AG4RjYKhmeBSe1CJa7Fime8b,1107767
aed94e7520cc996ed5f891c7e36f46c9b25b24100c76276118bd572168a1c948,1uBbBZo88CAZr3yWNYRw1JwXnfSahXzMYD;1uBbBZo88CAZr3yWNYRw1JwXnfSahXzMYD,351909;647402,1uBbBZo88CAZr3yWNYRw1JwXnfSahXzMYD;1uBbBZo88CAZr3yWNYRw1JwXnfSahXzMYD,499655;499656
b7d818aae9a92322d5a84f89c8c68583365ac668e86bdc3f683890b83202f5ca,1mhRR8SuyNCS4EbEktoZz1ip58B3MfFHcU;185FYVjMvDiwnHeXGhW4uhdHC8yEkDNp9y;1heT7V2HPp5HcVsP3CBS4JYM2ctvuobkLq,218973;705595;779334,1SRjj47PigrwTaZXAPkv81ox5FYLPcMfno;1c8ZKGBTSUyUqD4wHcK4BmHs8d9c373gra,1677649;23668
ea21f1b6adc0fe05dcacf283718b830b1fe591ca26d1ed1a9e3791fff3b563ce,1oYPdqg4hjr46STcJkj7ihAxXniA8nGtm2,3310329,1oG4ia5TMVZNF6aiEW3sFUP9wrZvjRKRiG;15NWuBoyx4THrKZ1CZJdTbVmCumF1QEMqs,1106509;2199712
e6a9eca17af833152a1bf6b8359dc5d4dd8b2c33ce7267b0fb9ceae2e3d45102,1c6xEKo93zcmTtaiPQ9gtrtnDohTZv88TX,2024453,1ZKkSptRuSArTkqHnVESiELt59P9DRLU4q;1Pmw2taUwJPtqYjouVGVPfojqvyXubf5Rs,727544;1294844
2b2266dcd3d73f3e6684f2a056eca28495b55fa4688792cb9d87dd172cb66427,1HemXyeH2rLFYufFgicPKS1s5Cd9C6bqwE;15jKiFBFHSdGn5yQASWjmpo2Prmvb9jFTT;1Nc58U9B1WjVvwyNVebQ3vPZCSFuiWVghe,322319;485699;229389,1UvMh2f9cw9FafA76iPhy5usARhWXtajkv,1035415
65a12b0fb69557ac1ceb17d93383407b80a6e481234b594cb8cdaeb7417b61a8,1Zpm7EdZ5euweHcTkgcMzTv9YM9dByztN2,5197849,1o9TiYEQqMwRRjSPNKQiCDCCsfcuYmQeD9;17eJqmd3DYAPXBShPfGkZAQnCQUs8wKwcj,4678064;518771
29bf50bef631d4e7c50148e12936a15d824bd8cb8695cbd37c7c89a3ca5f95b3,1vroBUU6PdYo98Wr4WzZFkqMEG4Ssn2fvP,3149757,1csk8cntekAbHmS245t9eNPTovJYKJxWPs;1ghvcfaU6VLWdFGGHWKuuZMJpXQGRfmt9m,2834781;312668
6a3e0d7126f742b480e937dd6521f9306a1dea2845741478dff8349622235851,1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,98536769,1RNqau2b8w8tmMrdaqB1yZ1wuN95TLKxTT;1Tn7eeujKe8YxWFYPdazXntmbJzUhq7qgF,941850;97591497
2847b25f89c4f5cfd548c544c9964122dc118255b30496bd1e24dd3f18331cd1,1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,100000000,18r9qNqi2j4QvuQxTD8rUBAZLin16XwpBg;1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,917367;99079562
dee7744ffda69ff9ec58273db30dc4cfbeeaa53d624e0c30822fbd144a642561,1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,97259721,1oPyuyJvYL4pvhPTL5xAZj12wuK3dJ2z6E;1f9Jbn6gqYHcbwSB9wLbTptuGjG8pMJVqK,285468;96971951
019f842d6b7fc86f42c11a20a3f3f43de3e01f5333f09d4948a5e95153573100,1jE5jV2ucFe1dup6cq4p7bc4CLqjQ8gYKx;1D3B4GkANAFa8ndNAt51vhbHhnU89GTEBh;1bic6pJRZCzycszWTdD479quVAv4NDFctT,154746;488191;127502,1YA2W5ESaRkuE7EEQCt5a4SDcBNTCMGL2Z,765651
077fef1519b5cacca451f9aacdcfddbd4a4d991759af3d5888d46ee8d7540bc3,1W483A8rqaHFB7Fek4N1TogPYQXxwMcikk,2173794,1XQWVoCbNJcQNNKC1Se9snkeJF1ESVUTtT;1R3wuvJ4TPeSbMWUwsUMCvAz9iG2DX2QoT,1956414;214329
90c9d484d3efb5a58cb6c87b9ec7d3667290b0252bced83540d02ef1efed6dea,1nLjdmjL3YpBnThdp4nTJ3C3wWzYFkCMns,2895592,1L8NtktPyVVvXoj5bpYK5fJbRhM3sMzGyw;15dNogx9cn34nNPZcgxNmaXQeF7jVPZGGS,1692888;1197951
0d234f9f0dacbb4cad9a048ebb65816040ad4d6ae16fd425ed075289616e409a,1s49voCNNbyF3cBYnL4osrytD5Uf4WkeWV;1TKNhiVGQva3DCsPJtawNY85SMaTdRUQoK;1PBEeM5qWenv653CCLJpgGhzzkju1JpnQQ;1afUWm9QEkUWnkiTnKBmhDTZNa8w1pqLRg;1QnYK2nv9xLdbcsyCPYB7aTt67Z2gVB5xH,222179;252623;445804;374934;136689,14XArQA7YU4xs8CSiUcwbWgG194QoXusTa,1429367
90786ee24ca0d9fc0139bba9d8fab9ae54ac0bbfce23548057f37ec0f09eedf5,1xH6zBPKRhRoLoeFRVXXpPaRahkhE1z1Zx;1v4MrspJ9ryuFq48xhN2xNhf5qs2N55ap9;1BkkhJQLnhHAt2kW1qgsZqvWiRAyXy8DcD,270583;318661;701672,1BkZqpUKepAoeC75br2HY4bkJYe2GyZZn3;1Kw1MHQCkjyh6Qk6o9bPbrH9Tt6itoemAx,1126688;161478
7d19204ef45b60d88c090a4e8ed6a1e47d688f8ce672632f88acdb478be38195,1wWVpGAfZWTkazvUdGbE7u6a7RVZFVgoZD,97845719,1Qq9GSQr7EKBPNGRfcvhahYKWZgsKbyo38;1wWVpGAfZWTkazvUdGbE7u6a7RVZFVgoZD,102990;97738181
a224e53e1628e72ce09dce594f9eae50c599fa430c220600133a5ff4c337635f,1GXgQL6un9oG6yDxn8Xsbo6MaHG63KkBog;1GXgQL6un9oG6yDxn8Xsbo6MaHG63KkBog,578754;589234,1GXgQL6un9oG6yDxn8Xsbo6MaHG63KkBog;1GXgQL6un9oG6yDxn8Xsbo6MaHG63KkBog,583994;583994
